"","ID","Intercept","umol.L.sec","Temp.C"
"83","C10_ND_39C_O2",136.922728298368,-0.00591326340326336,38.844552
"84","C10_ND_42C_O2",99.3292293040293,-0.013141391941392,41.89596
"85","C10Blank_NL_16C_O2",250.136971158093,0.00021453605825694,16.2743269230769
"86","C10Blank_NL_20C_O2",240.034749915966,1.47899159663343e-05,20.00448
"87","C10Blank_NL_22C_O2",235.887508330206,-0.000141819887429688,21.8930961538462
"88","C10Blank_NL_24C_O2",228.049766961078,-0.000676179672095841,24.0852407407407
"89","C10Blank_NL_26C_O2",221.224874302689,-0.00133696685428394,25.8681538461538
"90","C10Blank_NL_28C_O2",215.482972973658,-0.00198107902735562,28.0742727272727
"91","C10Blank_NL_30C_O2",202.117102075355,-0.00176068132910241,29.8368235294118
"92","C10Blank_NL_32C_O2",194.603293424502,-0.00415803988603994,31.8508666666667
"93","C10Blank_NL_34C_O2",183.20837630394,-0.00580801125703562,34.0564634146341
"94","C10Blank_NL_36C_O2",158.369682326446,-0.00260524563156144,36.0229325842697
"95","C10Blank_NL_39C_O2",126.055053333333,-0.000969122807017441,39.58496
"96","C10Blank_NL_42C_O2",107.064457709402,-0.00763719658119655,41.9052413793103
"97","C2_AD_16C_O2",247.501654853295,-0.00102859066859069,16.2669464285714
"98","C2_AD_20C_O2",269.711884210526,-0.00147665317139002,19.8196862745098
"99","C2_AD_22C_O2",264.926931438914,-0.00238208748114636,21.9663090909091
"100","C2_AD_24C_O2",254.897937711995,-0.00316204131976564,23.9693137254902
"101","C2_AD_26C_O2",249.700640493305,-0.00430687808315718,26.01282
"102","C2_AD_28C_O2",241.536654516129,-0.00513435483870979,28.0102857142857
"103","C2_AD_30C_O2",222.470107520526,-0.00535481116584576,29.8664473684211
"104","C2_AD_32C_O2",214.861043464388,-0.00611184045584047,31.8416176470588
"105","C2_AD_34C_O2",212.911849604403,-0.0102008255933953,33.8888148148148
"106","C2_AD_36C_O2",203.081697458304,-0.00935806436457601,35.9726458333333
"107","C2_AD_39C_O2",171.015093921569,-0.0170718627450981,38.877125
